,word1,word1_tag,word2,word2_tag,simi
2245,kiss,n,sit,v,14.0
2246,monkey,n,oak,n,14.0
2247,bead,n,redhead,n,14.0
2248,animal,n,hand,n,14.0
2249,cute,j,music,n,14.0
2250,downtown,j,hockey,n,14.0
2251,dead,j,guy,n,14.0
2252,aircraft,n,asphalt,n,14.0
2253,magazine,n,run,v,14.0
2254,flight,n,rain,n,14.0
2255,bathroom,n,garden,n,14.0
2256,door,n,skyscraper,n,14.0
2257,makeup,n,old,j,14.0
2258,game,n,sign,v,14.0
2259,dead,j,face,n,14.0
2260,friend,n,sexy,j,14.0
2261,flower,n,interior,n,14.0
2262,bag,n,wire,n,14.0
2263,game,n,goat,n,14.0
2264,note,n,rally,n,14.0
2265,stair,n,steel,n,14.0
2266,diamond,n,stencil,n,14.0
2267,nature,n,tv,n,14.0
2268,happy,j,post,v,14.0
2269,abstract,j,rally,n,14.0
2270,party,n,sailing,n,14.0
2271,beard,n,kitty,n,14.0
2272,eat,v,seagull,n,14.0
2273,building,n,sandwich,n,14.0
2274,belly,n,black,j,14.0
2275,leave,v,walk,v,14.0
2276,dark,j,stripe,n,14.0
2277,ford,n,valley,n,14.0
2278,insect,n,stork,n,14.0
2279,animal,n,mural,n,14.0
2280,leather,n,weed,n,14.0
2281,pub,n,wash,v,14.0
2282,leave,v,play,v,14.0
2283,cop,n,gravestone,n,14.0
2284,book,n,building,n,14.0
2285,happy,j,walk,v,14.0
2286,colorful,j,lab,n,14.0
2287,flag,n,quote,n,14.0
2288,sink,v,time,n,14.0
2289,friend,n,sit,v,14.0
2290,lantern,n,oak,n,14.0
2291,sit,v,smile,n,14.0
2292,cottage,n,outfit,n,14.0
2293,downtown,j,lock,v,14.0
2294,pet,n,poster,n,14.0
2295,industrial,j,lake,n,14.0
2296,lick,v,sit,v,14.0
2297,pool,n,rust,n,14.0
2298,stripe,n,train,n,14.0
2299,beef,n,downtown,j,13.0
2300,blonde,j,eye,n,13.0
2301,lady,n,sunset,n,13.0
2302,feel,v,stop,v,13.0
2303,old,j,seat,n,13.0
2304,dirty,j,happy,j,13.0
2305,ruin,n,shore,n,13.0
2306,black,j,paw,n,13.0
2307,egg,n,lego,n,13.0
2308,bear,v,play,v,13.0
2309,black,j,pigeon,n,13.0
2310,feather,n,reptile,n,13.0
2311,gymnastics,n,port,n,13.0
2312,mom,n,snowman,n,13.0
2313,dirty,j,haircut,n,13.0
2314,party,n,seat,n,13.0
2315,lily,n,pig,n,13.0
2316,dirty,j,hang,v,13.0
2317,guy,n,wire,n,13.0
2318,orange,j,shop,n,13.0
2319,cactus,n,fall,v,13.0
2320,circle,n,sport,n,13.0
2321,redhead,n,reflection,n,13.0
2322,cafe,n,reflection,n,13.0
2323,outfit,n,play,v,13.0
2324,bar,n,female,j,13.0
2325,belly,n,dirty,j,13.0
2326,rope,n,train,n,13.0
2327,boardwalk,n,drop,v,13.0
2328,abstract,j,candle,n,13.0
2329,church,n,soldier,n,13.0
2330,boxer,n,reflection,n,13.0
2331,crystal,n,silhouette,n,13.0
2332,feel,v,guy,n,13.0
2333,pattern,n,pier,n,13.0
2334,downtown,j,field,n,13.0
2335,beer,n,wild,j,13.0
2336,hang,v,happy,j,13.0
2337,rope,n,shore,n,13.0
2338,airplane,n,camera,n,13.0
2339,button,n,flower,n,13.0
2340,frozen,j,shop,n,13.0
2341,curl,v,lick,v,13.0
2342,sunny,j,zoo,n,13.0
2343,people,n,stop,v,13.0
2344,bucket,n,insect,n,13.0
2345,fence,n,friend,n,13.0
2346,can,n,sketch,n,13.0
2347,frozen,j,pebble,n,13.0
2348,ceramic,j,live,v,13.0
2349,day,n,horse,n,13.0
2350,bear,v,boxer,n,13.0
2351,iris,n,necklace,n,13.0
2352,lighting,n,person,n,13.0
2353,boot,n,cliff,n,13.0
2354,landscape,n,umbrella,n,13.0
2355,man,n,transformer,n,13.0
2356,dark,j,sand,n,13.0
2357,ruin,n,swimsuit,n,13.0
2358,abstract,j,rose,n,13.0
2359,guy,n,gymnastics,n,12.0
2360,grass,n,ruin,n,12.0
2361,lighting,n,stone,n,12.0
2362,porch,n,scooter,n,12.0
2363,colour,n,wild,j,12.0
2364,crane,n,stair,n,12.0
2365,shore,n,tear,n,12.0
2366,cactus,n,porch,n,12.0
2367,belly,n,draw,v,12.0
2368,fabric,n,photo,n,12.0
2369,lamb,n,lantern,n,12.0
2370,owl,n,rocket,n,12.0
2371,party,n,scooter,n,12.0
2372,display,n,scratch,n,12.0
2373,ball,n,curl,v,12.0
2374,cookie,n,peel,n,12.0
2375,couple,n,post,v,12.0
2376,field,n,red,j,12.0
2377,theatre,n,wolf,n,12.0
2378,blue,j,swing,n,12.0
2379,guy,n,happy,j,12.0
2380,quote,n,santa,n,12.0
2381,dude,n,feel,v,12.0
2382,bath,n,wine,n,12.0
2383,brown,j,wet,j,12.0
2384,kiss,n,stop,v,12.0
2385,husky,n,match,n,12.0
2386,cocktail,n,garage,n,12.0
2387,face,n,stand,v,12.0
2388,kid,n,stop,v,12.0
2389,boxer,n,diner,n,12.0
2390,patio,n,sleep,v,12.0
2391,city,n,family,n,12.0
2392,drop,v,rusty,j,12.0
2393,parade,n,table,n,12.0
2394,dawn,n,drug,n,12.0
2395,design,n,orange,j,12.0
2396,lunch,n,sunshine,n,12.0
2397,dirty,j,dude,n,12.0
2398,fun,n,tear,n,12.0
2399,bikini,n,ivy,n,12.0
2400,step,n,swimsuit,n,12.0
2401,frog,n,poppy,n,12.0
2402,cross,n,pub,n,12.0
2403,frost,n,lily,n,12.0
2404,curve,n,outdoor,j,12.0
2405,collage,n,stream,n,12.0
2406,twig,n,underground,j,12.0
2407,chair,n,holiday,n,12.0
2408,coffee,n,sun,n,12.0
2409,lighting,n,sleep,v,12.0
2410,mill,n,wild,j,12.0
2411,circle,n,wig,n,12.0
2412,highway,n,squirrel,n,12.0
2413,pin,n,truck,n,12.0
2414,boxer,n,swimming,n,12.0
2415,shore,n,small,j,12.0
2416,punk,n,vinyl,n,12.0
2417,number,n,web,n,12.0
2418,brown,j,demolition,n,12.0
2419,interior,n,skyline,n,12.0
2420,breakfast,n,floor,n,12.0
2421,aerial,j,clown,n,12.0
2422,hat,n,peel,n,12.0
2423,baseball,n,rainbow,n,12.0
2424,dude,n,happy,j,12.0
2425,foot,n,mural,n,12.0
2426,creature,n,grey,j,12.0
2427,cross,n,outfit,n,12.0
2428,leave,v,smile,n,11.0
2429,fishing,n,rainbow,n,11.0
2430,bathroom,n,dude,n,11.0
2431,paint,v,puddle,n,11.0
2432,skating,n,sticker,n,11.0
2433,dome,n,uniform,j,11.0
2434,lawn,n,sleep,v,11.0
2435,office,n,sun,n,11.0
2436,military,j,reflection,n,11.0
2437,fashion,n,handwriting,n,11.0
2438,cop,n,ruin,n,11.0
2439,blur,v,metro,n,11.0
2440,smile,n,stop,v,11.0
2441,cute,j,lick,v,11.0
2442,cross,n,mug,n,11.0
2443,concrete,j,pin,n,11.0
2444,cigarette,n,hotel,n,11.0
2445,airplane,n,market,n,11.0
2446,architecture,n,yellow,j,11.0
2447,handle,v,terrier,n,11.0
2448,patio,n,woman,n,11.0
2449,green,j,gull,n,11.0
2450,dew,n,parrot,n,11.0
2451,country,n,hang,v,11.0
2452,dude,n,hang,v,11.0
2453,stripe,n,tank,n,11.0
2454,hang,v,tear,n,11.0
2455,crochet,n,family,n,11.0
2456,cute,j,post,v,11.0
2457,machine,n,sketch,n,11.0
2458,feel,v,haircut,n,11.0
2459,match,n,moss,n,11.0
2460,art,n,sailing,n,11.0
2461,foliage,n,restaurant,n,11.0
2462,tea,n,village,n,11.0
2463,branch,n,feline,j,11.0
2464,day,n,plane,n,11.0
2465,gold,n,idea,n,11.0
2466,moon,n,mushroom,n,11.0
2467,interior,n,tall,j,11.0
2468,mallard,n,portrait,n,11.0
2469,live,v,stitch,n,11.0
2470,fun,n,morning,n,11.0
2471,drip,v,rust,n,11.0
2472,fun,n,stop,v,11.0
2473,gull,n,mill,n,11.0
2474,dirty,j,friend,n,11.0
2475,blue,j,hand,n,11.0
2476,bucket,n,curve,n,11.0
2477,patio,n,swan,n,11.0
2478,body,n,miniature,j,11.0
2479,cafe,n,child,n,11.0
2480,belly,n,stripe,n,11.0
2481,mural,n,taxi,n,11.0
2482,furniture,n,man,n,11.0
2483,bead,n,library,n,11.0
2484,daffodil,n,wool,n,11.0
2485,eat,v,shade,n,11.0
2486,collection,n,jellyfish,n,11.0
2487,country,n,elephant,n,11.0
2488,line,n,temple,n,11.0
2489,bead,n,chess,n,11.0
2490,skirt,n,wig,n,11.0
2491,daisy,n,flood,n,11.0
2492,camera,n,rally,n,11.0
2493,happy,j,sit,v,11.0
2494,bottle,n,construction,n,11.0
2495,auto,n,bright,j,11.0
2496,computer,n,railway,n,11.0
2497,night,n,sit,v,11.0
2498,hair,n,lizard,n,11.0
2499,happy,j,lick,v,11.0
2500,jump,n,sunlight,n,11.0
2501,desert,n,smoke,n,11.0
2502,chopper,n,window,n,11.0
2503,leave,v,rusty,j,11.0
2504,hang,v,stop,v,11.0
2505,animal,n,sandwich,n,11.0
2506,cute,j,dirty,j,11.0
2507,cafe,n,draw,v,11.0
2508,boxer,n,pyramid,n,11.0
2509,arm,n,television,n,10.0
2510,feel,v,hang,v,10.0
2511,asphalt,n,moon,n,10.0
2512,dusk,n,skirt,n,10.0
2513,car,n,skull,n,10.0
2514,leave,v,sit,v,10.0
2515,outfit,n,rock,n,10.0
2516,mom,n,stop,v,10.0
2517,drip,v,round,n,10.0
2518,friend,n,stop,v,10.0
2519,asphalt,n,water,n,10.0
2520,sit,v,tear,n,10.0
2521,cafe,n,spiral,n,10.0
2522,ad,n,bacon,n,10.0
2523,green,j,phone,n,10.0
2524,duck,n,outfit,n,10.0
2525,coast,n,zebra,n,10.0
2526,breakfast,n,makeup,n,10.0
2527,purple,j,stripe,n,10.0
2528,clothes,n,skyline,n,10.0
2529,step,n,wind,n,10.0
2530,portrait,n,rocket,n,10.0
2531,break,n,glitter,v,10.0
2532,construction,n,sailing,n,10.0
2533,boy,n,gate,n,10.0
2534,lens,n,storm,n,10.0
2535,orange,j,school,n,10.0
2536,shirt,n,show,n,10.0
2537,gasoline,n,pepper,n,10.0
2538,drug,n,sing,v,10.0
2539,sticker,n,track,n,10.0
2540,furniture,n,nature,n,10.0
2541,play,v,rail,n,10.0
2542,rusty,j,stand,v,10.0
2543,military,j,wasp,n,10.0
2544,port,n,squirrel,n,10.0
2545,grape,n,rainbow,n,10.0
2546,flood,n,neon,n,10.0
2547,morning,n,tear,n,10.0
2548,memorial,n,rope,n,10.0
2549,bright,j,rusty,j,10.0
2550,home,n,wet,j,10.0
2551,feather,n,sunflower,n,10.0
2552,house,n,stop,v,10.0
2553,plant,n,skate,n,10.0
2554,cocktail,n,dandelion,n,10.0
2555,airport,n,foot,n,10.0
2556,display,n,pond,n,10.0
2557,alley,n,bloom,n,10.0
2558,escalator,n,redhead,n,10.0
2559,caterpillar,n,paint,v,10.0
2560,bacon,n,wild,j,10.0
2561,stand,v,tear,n,10.0
2562,collar,n,tiger,n,10.0
2563,car,n,hawk,n,10.0
2564,burn,v,reading,n,10.0
2565,cigarette,n,live,v,10.0
2566,footprint,n,scooter,n,10.0
2567,barn,n,mug,n,10.0
2568,bacon,n,guy,n,10.0
2569,keyboard,n,soldier,n,10.0
2570,cute,j,sit,v,10.0
2571,track,n,yellow,j,10.0
2572,bag,n,dude,n,10.0
2573,lady,n,stop,v,10.0
2574,arrow,n,mural,n,10.0
2575,jacket,n,stream,n,10.0
2576,lab,n,rusty,j,10.0
2577,jaguar,n,storm,n,10.0
2578,dirty,j,smile,n,10.0
2579,friend,n,rusty,j,10.0
2580,morning,n,stop,v,10.0
2581,cemetery,n,male,n,10.0
2582,jump,n,stitch,n,10.0
2583,friend,n,leave,v,10.0
2584,family,n,hawk,n,10.0
2585,monster,n,rock,n,10.0
2586,feel,v,time,n,10.0
2587,face,n,hang,v,10.0
2588,pizza,n,railway,n,10.0
2589,cross,n,shopping,n,10.0
2590,guy,n,hang,v,10.0
2591,craft,n,van,n,10.0
2592,art,n,beer,n,9.0
2593,beard,n,flamingo,n,9.0
2594,monster,n,shell,n,9.0
2595,bench,n,mask,n,9.0
2596,club,n,river,n,9.0
2597,boxer,n,child,n,9.0
2598,fungus,n,leather,n,9.0
2599,lick,v,stop,v,9.0
2600,creature,n,reading,n,9.0
2601,ivy,n,urban,j,9.0
2602,bed,n,candy,n,9.0
2603,feel,v,spiral,n,9.0
2604,hockey,n,sign,v,9.0
2605,daughter,n,pub,n,9.0
2606,idea,n,rusty,j,9.0
2607,lighting,n,man,n,9.0
2608,dude,n,post,v,9.0
2609,mill,n,puddle,n,9.0
2610,santa,n,table,n,9.0
2611,action,n,whisker,n,9.0
2612,eat,v,web,n,9.0
2613,hot,j,winter,n,9.0
2614,dog,n,silver,n,9.0
2615,lip,n,run,v,9.0
2616,porch,n,pug,n,9.0
2617,bird,n,pregnancy,n,9.0
2618,camera,n,crow,n,9.0
2619,eat,v,truck,n,9.0
2620,lick,v,marble,n,9.0
2621,rabbit,n,stop,v,9.0
2622,paper,n,railway,n,9.0
2623,poster,n,tank,n,9.0
2624,clothes,n,transformer,n,9.0
2625,smoking,n,sunny,j,9.0
2626,cactus,n,leg,n,9.0
2627,hold,v,theatre,n,9.0
2628,arm,n,outdoor,j,9.0
2629,lighting,n,panda,n,9.0
2630,punk,n,toe,n,9.0
2631,branch,n,protest,n,9.0
2632,daughter,n,graphic,j,9.0
2633,air,n,fruit,n,9.0
2634,book,n,copper,n,9.0
2635,night,n,sticker,n,9.0
2636,explosion,n,table,n,9.0
2637,snake,n,strawberry,n,9.0
2638,dragon,n,drop,v,9.0
2639,dog,n,sailing,n,9.0
2640,burn,v,ripple,n,9.0
2641,clock,n,pink,j,9.0
2642,kitten,n,lingerie,n,9.0
2643,abandon,v,frost,n,9.0
2644,chicken,n,star,n,9.0
2645,seed,n,stair,n,9.0
2646,leave,v,night,n,9.0
2647,small,j,valley,n,9.0
2648,green,j,number,n,9.0
2649,leave,v,morning,n,9.0
2650,lock,v,mannequin,n,9.0
2651,shade,n,whisker,n,9.0
2652,collar,n,garbage,n,9.0
2653,ink,n,organ,n,9.0
2654,poppy,n,store,n,9.0
2655,smoking,n,vine,n,9.0
2656,flame,n,word,n,9.0
2657,daffodil,n,frost,n,9.0
2658,dancer,n,rusty,j,9.0
2659,canal,n,coffee,n,9.0
2660,camera,n,mallard,n,9.0
2661,noodle,n,pigeon,n,9.0
2662,couple,n,square,j,9.0
2663,rainbow,n,whale,n,9.0
2664,fly,v,keyboard,n,9.0
2665,soup,n,view,n,9.0
2666,goat,n,pebble,n,9.0
2667,abandon,v,button,n,9.0
2668,belly,n,dark,j,9.0
2669,diamond,n,parade,n,9.0
2670,horse,n,sweet,j,9.0
2671,ancient,j,pod,n,9.0
2672,banana,n,foot,n,9.0
2673,shed,v,traffic,n,9.0
2674,bucket,n,morning,n,9.0
2675,bucket,n,duck,n,8.0
2676,dessert,n,eye,n,8.0
2677,cold,j,flag,n,8.0
2678,skin,n,television,n,8.0
2679,bedroom,n,feline,j,8.0
2680,palm,n,traffic,n,8.0
2681,necklace,n,snow,n,8.0
2682,lick,v,origami,n,8.0
2683,protest,n,tile,n,8.0
2684,beetle,n,chocolate,n,8.0
2685,monkey,n,pumpkin,n,8.0
2686,cop,n,music,n,8.0
2687,beard,n,sport,n,8.0
2688,gasoline,n,summer,n,8.0
2689,footprint,n,holiday,n,8.0
2690,abandon,v,crane,n,8.0
2691,car,n,pig,n,8.0
2692,grave,n,santa,n,8.0
2693,iron,n,splash,n,8.0
2694,dirt,n,gymnastics,n,8.0
2695,orange,j,wet,j,8.0
2696,ceramic,j,ocean,n,8.0
2697,vintage,j,zebra,n,8.0
2698,hair,n,shore,n,8.0
2699,lingerie,n,underground,j,8.0
2700,marble,n,postcard,n,8.0
2701,fish,n,leg,n,8.0
2702,book,n,smoking,n,8.0
2703,kiss,n,rusty,j,8.0
2704,canal,n,number,n,8.0
2705,kitchen,n,sleep,v,8.0
2706,cherry,n,lamb,n,8.0
2707,bag,n,cop,n,8.0
2708,leaf,n,moon,n,8.0
2709,dude,n,time,n,8.0
2710,kitchen,n,outfit,n,8.0
2711,garbage,n,jean,n,8.0
2712,bedroom,n,downtown,j,8.0
2713,grass,n,ski,n,8.0
2714,day,n,hold,v,8.0
2715,mug,n,vehicle,n,8.0
2716,lighting,n,small,j,8.0
2717,sea,n,sing,v,8.0
2718,computer,n,farm,n,8.0
2719,feline,j,pumpkin,n,8.0
2720,jean,n,map,n,8.0
2721,dirty,j,eagle,n,8.0
2722,book,n,ceramic,j,8.0
2723,van,n,vine,n,8.0
2724,desert,n,roof,n,8.0
2725,seagull,n,tag,n,8.0
2726,jewelry,n,muscle,n,8.0
2727,milk,n,outdoor,j,8.0
2728,guy,n,rusty,j,8.0
2729,chocolate,n,jellyfish,n,8.0
2730,boxer,n,stair,n,8.0
2731,jaguar,n,pier,n,7.0
2732,nut,n,waterfall,n,7.0
2733,bread,n,chair,n,7.0
2734,goat,n,vinyl,n,7.0
2735,kitten,n,rain,n,7.0
2736,hang,v,smile,n,7.0
2737,bikini,n,sculpture,n,7.0
2738,bible,n,dirt,n,7.0
2739,portrait,n,underground,j,7.0
2740,clock,n,stripe,n,7.0
2741,bud,n,floor,n,7.0
2742,air,n,knit,v,7.0
2743,idea,n,stop,v,7.0
2744,haircut,n,stop,v,7.0
2745,storm,n,sweet,j,7.0
2746,auto,n,santa,n,7.0
2747,marble,n,sing,v,7.0
2748,drive,n,ear,n,7.0
2749,bear,v,subway,n,7.0
2750,pumpkin,n,road,n,7.0
2751,makeup,n,race,n,7.0
2752,wash,v,web,n,7.0
2753,haircut,n,pyramid,n,7.0
2754,blonde,j,rock,n,7.0
2755,belly,n,field,n,7.0
2756,mammal,n,yellow,j,7.0
2757,paint,v,sing,v,7.0
2758,cat,n,locomotive,n,7.0
2759,dead,j,sidewalk,n,7.0
2760,angel,n,pod,n,7.0
2761,eat,v,underwater,j,7.0
2762,makeup,n,square,j,7.0
2763,cigarette,n,tile,n,7.0
2764,museum,n,scratch,n,7.0
2765,butterfly,n,stadium,n,7.0
2766,graveyard,n,porch,n,7.0
2767,flame,n,peacock,n,7.0
2768,chopper,n,poppy,n,7.0
2769,rusty,j,tear,n,7.0
2770,bloom,n,friend,n,7.0
2771,gun,n,jaguar,n,7.0
2772,guy,n,stop,v,7.0
2773,cloud,n,kitten,n,7.0
2774,pillow,n,stone,n,7.0
2775,stocking,n,tomato,n,7.0
2776,frost,n,protest,n,7.0
2777,sign,v,stocking,n,7.0
2778,angel,n,asphalt,n,7.0
2779,ski,n,skirt,n,7.0
2780,cat,n,purple,j,7.0
2781,diner,n,muscle,n,7.0
2782,marble,n,sunglasses,n,7.0
2783,berry,n,fly,v,7.0
2784,chocolate,n,rock,n,7.0
2785,airplane,n,guitar,n,7.0
2786,bread,n,ocean,n,7.0
2787,bay,n,chipmunk,n,7.0
2788,tall,j,wool,n,7.0
2789,restaurant,n,violet,n,7.0
2790,drop,v,fun,n,7.0
2791,purple,j,twig,n,7.0
2792,cemetery,n,cone,n,7.0
2793,face,n,stop,v,7.0
2794,dude,n,stop,v,7.0
2795,bicycle,n,handwriting,n,7.0
2796,chapel,n,dusk,n,7.0
2797,cute,j,twig,n,7.0
2798,dragon,n,oak,n,7.0
2799,drug,n,reflection,n,7.0
2800,apple,n,relax,v,7.0
2801,bakery,n,panorama,n,7.0
2802,mallard,n,poster,n,7.0
2803,snake,n,taxi,n,7.0
2804,dessert,n,head,n,7.0
2805,bear,v,hockey,n,7.0
2806,puddle,n,red,j,7.0
2807,brick,n,dress,n,7.0
2808,building,n,zombie,n,7.0
2809,neon,n,tank,n,7.0
2810,bible,n,cottage,n,7.0
2811,bath,n,panorama,n,7.0
2812,automobile,n,fabric,n,7.0
2813,gun,n,picture,n,7.0
2814,cow,n,table,n,6.0
2815,bear,v,construction,n,6.0
2816,dye,n,kiss,n,6.0
2817,baseball,n,bear,v,6.0
2818,crab,n,grave,n,6.0
2819,craft,n,soup,n,6.0
2820,lock,v,misty,j,6.0
2821,horse,n,interior,n,6.0
2822,grass,n,stop,v,6.0
2823,jellyfish,n,punk,n,6.0
2824,parade,n,salad,n,6.0
2825,reptile,n,vacation,n,6.0
2826,clown,n,flood,n,6.0
2827,aerial,j,violet,n,6.0
2828,crab,n,ink,n,6.0
2829,canyon,n,pizza,n,6.0
2830,butterfly,n,leave,v,6.0
2831,hamster,n,party,n,6.0
2832,museum,n,swim,v,6.0
2833,lego,n,rodent,n,6.0
2834,branch,n,lego,n,6.0
2835,game,n,husky,n,6.0
2836,camel,n,highway,n,6.0
2837,baseball,n,cheetah,n,6.0
2838,stripe,n,weather,n,6.0
2839,journal,n,squirrel,n,6.0
2840,cake,n,rusty,j,6.0
2841,bacon,n,view,n,6.0
2842,dandelion,n,stand,v,6.0
2843,cheetah,n,flame,n,6.0
2844,abstract,j,vehicle,n,6.0
2845,party,n,sink,v,6.0
2846,floor,n,transformer,n,6.0
2847,amphibian,n,berry,n,6.0
2848,marble,n,monkey,n,6.0
2849,jump,n,salad,n,6.0
2850,subway,n,valentine,n,6.0
2851,baseball,n,cactus,n,6.0
2852,ancient,j,poster,n,6.0
2853,grass,n,skull,n,6.0
2854,cattle,n,web,n,6.0
2855,drive,n,lego,n,6.0
2856,fly,v,sexy,j,6.0
2857,ink,n,tropical,j,6.0
2858,pyramid,n,swimsuit,n,6.0
2859,chess,n,sleep,v,6.0
2860,bag,n,wild,j,6.0
2861,chapel,n,whisker,n,6.0
2862,chair,n,word,n,6.0
2863,angel,n,construction,n,6.0
2864,exhibition,n,soup,n,6.0
2865,kitten,n,travel,n,6.0
2866,swim,v,vehicle,n,6.0
2867,costume,n,ocean,n,6.0
2868,pigeon,n,reading,n,6.0
2869,origami,n,stadium,n,6.0
2870,animal,n,candy,n,6.0
2871,happy,j,stop,v,5.0
2872,insect,n,mom,n,5.0
2873,canyon,n,piano,n,5.0
2874,leather,n,swan,n,5.0
2875,goose,n,outfit,n,5.0
2876,sunglasses,n,weed,n,5.0
2877,play,v,wine,n,5.0
2878,monkey,n,restaurant,n,5.0
2879,goose,n,locomotive,n,5.0
2880,garage,n,mammal,n,5.0
2881,drug,n,wolf,n,5.0
2882,graveyard,n,pug,n,5.0
2883,chair,n,ipod,n,5.0
2884,rice,n,ticket,n,5.0
2885,mammal,n,rope,n,5.0
2886,hill,n,rust,n,5.0
2887,paw,n,protest,n,5.0
2888,petal,n,pug,n,5.0
2889,interior,n,mushroom,n,5.0
2890,chocolate,n,squirrel,n,5.0
2891,mammal,n,write,v,5.0
2892,reading,n,seagull,n,5.0
2893,parking,n,photographer,n,5.0
2894,tea,n,whisker,n,5.0
2895,cactus,n,gasoline,n,5.0
2896,kitchen,n,wedding,n,5.0
2897,chocolate,n,wig,n,5.0
2898,hang,v,mom,n,5.0
2899,dragonfly,n,piano,n,5.0
2900,leather,n,sunshine,n,5.0
2901,handwriting,n,pig,n,5.0
2902,brick,n,rabbit,n,5.0
2903,burger,n,mountain,n,5.0
2904,girl,n,morning,n,5.0
2905,canal,n,silhouette,n,5.0
2906,advertisement,n,pond,n,5.0
2907,paw,n,theatre,n,5.0
2908,raspberry,n,write,v,5.0
2909,family,n,red,j,5.0
2910,concrete,j,swan,n,5.0
2911,bedroom,n,canyon,n,5.0
2912,breakfast,n,staircase,n,5.0
2913,flame,n,sidewalk,n,5.0
2914,carrot,n,city,n,5.0
2915,ipod,n,rope,n,5.0
2916,lick,v,rusty,j,5.0
2917,meat,n,pond,n,5.0
2918,female,j,machine,n,5.0
2919,live,v,makeup,n,5.0
2920,piano,n,wolf,n,5.0
2921,girl,n,wind,n,5.0
2922,frog,n,subway,n,5.0
2923,map,n,weed,n,5.0
2924,bike,n,flame,n,5.0
2925,dew,n,engine,n,5.0
2926,cake,n,library,n,5.0
2927,carnival,n,wool,n,5.0
2928,bottle,n,library,n,5.0
2929,eat,v,hair,n,5.0
2930,dragon,n,furniture,n,5.0
2931,skull,n,storm,n,5.0
2932,rodent,n,smile,n,5.0
2933,punk,n,skyscraper,n,5.0
2934,gun,n,pizza,n,4.0
2935,female,j,square,j,4.0
2936,pub,n,snowman,n,4.0
2937,meat,n,moon,n,4.0
2938,potato,n,skating,n,4.0
2939,dragonfly,n,wine,n,4.0
2940,flight,n,whisker,n,4.0
2941,boxer,n,lighthouse,n,4.0
2942,fungus,n,wedding,n,4.0
2943,lick,v,pier,n,4.0
2944,mirror,n,raspberry,n,4.0
2945,bike,n,hummingbird,n,4.0
2946,key,j,misty,j,4.0
2947,cafe,n,frog,n,4.0
2948,soup,n,wool,n,4.0
2949,carrot,n,memorial,n,4.0
2950,lion,n,square,j,4.0
2951,bucket,n,girl,n,4.0
2952,feline,j,nut,n,4.0
2953,gun,n,quote,n,4.0
2954,furniture,n,pizza,n,4.0
2955,goose,n,stencil,n,4.0
2956,chicken,n,knit,v,4.0
2957,abstract,j,frog,n,4.0
2958,ceiling,n,mug,n,4.0
2959,fish,n,rocket,n,4.0
2960,flamingo,n,office,n,4.0
2961,rabbit,n,sphere,n,4.0
2962,ice,n,sheep,n,4.0
2963,car,n,tongue,n,4.0
2964,bracelet,n,mountain,n,4.0
2965,cocktail,n,write,v,4.0
2966,lego,n,weather,n,4.0
2967,cigarette,n,skating,n,3.0
2968,happy,j,rusty,j,3.0
2969,tomato,n,whale,n,3.0
2970,chess,n,cigarette,n,3.0
2971,fish,n,theatre,n,3.0
2972,donut,n,panda,n,3.0
2973,hot,j,zombie,n,3.0
2974,machine,n,pond,n,3.0
2975,guitar,n,nude,j,3.0
2976,giraffe,n,mist,n,3.0
2977,bread,n,cliff,n,3.0
2978,bible,n,misty,j,3.0
2979,construction,n,violet,n,3.0
2980,cheetah,n,soup,n,3.0
2981,puppy,n,skyline,n,3.0
2982,child,n,ford,n,3.0
2983,cheetah,n,phone,n,3.0
2984,explosion,n,stencil,n,3.0
2985,carrot,n,design,n,2.0
2986,jellyfish,n,rally,n,2.0
2987,military,j,tomato,n,2.0
2988,gun,n,stair,n,2.0
2989,cafe,n,lizard,n,2.0
2990,post,v,tulip,n,2.0
2991,grave,n,hat,n,2.0
2992,apple,n,cute,j,2.0
2993,angel,n,gasoline,n,1.0
2994,giraffe,n,harbor,n,1.0
2995,feather,n,truck,n,1.0
2996,festival,n,whisker,n,1.0
2997,muscle,n,tulip,n,1.0
2998,bikini,n,pizza,n,1.0
2999,bakery,n,zebra,n,0.0
